Film_title,Director,Average_rating,Genres,Total_ratings,Film_URL,,,,
The NeverEnding Story,Wolfgang Petersen,3.59,"['Fantasy', 'Drama', 'Family', 'Adventure']",171948,https://letterboxd.com/film/the-neverending-story/,,,,
The Seventh Seal,Ingmar Bergman,4.34,"['Fantasy', 'Drama']",301558,https://letterboxd.com/film/the-seventh-seal/,,,,
Life,Daniel Espinosa,3.04,"['Science Fiction', 'Thriller', 'Horror', 'Mystery']",255417,https://letterboxd.com/film/life-2017/,,,,
Taxi Driver,Martin Scorsese,4.14,"['Drama', 'Crime']",1660324,https://letterboxd.com/film/taxi-driver/,,,,
Batman: Mask of the Phantasm,"Bruce Timm, Eric Radomski",4.03,"['Drama', 'Action', 'Mystery', 'Animation', 'Crime']",138274,https://letterboxd.com/film/batman-mask-of-the-phantasm/,,,,
Hush,Mike Flanagan,3.22,"['Thriller', 'Horror']",397178,https://letterboxd.com/film/hush-2016/,,,,
Metropolis,Fritz Lang,4.25,"['Drama', 'Science Fiction']",202783,https://letterboxd.com/film/metropolis/,,,,
Ace Ventura: Pet Detective,Tom Shadyac,3.2,"['Crime', 'Comedy', 'Mystery', 'Adventure']",286906,https://letterboxd.com/film/ace-ventura-pet-detective/,,,,
Gone Girl,David Fincher,4.07,"['Drama', 'Thriller', 'Mystery']",2299826,https://letterboxd.com/film/gone-girl/,,,,
Paprika,Satoshi Kon,4.09,"['Animation', 'Thriller', 'Science Fiction']",393353,https://letterboxd.com/film/paprika-2006/,,,,
Alien: Covenant,Ridley Scott,3.04,"['Science Fiction', 'Thriller', 'Horror']",410417,https://letterboxd.com/film/alien-covenant/,,,,
Blue Ruin,Jeremy Saulnier,3.73,"['Thriller', 'Crime']",99128,https://letterboxd.com/film/blue-ruin/,,,,
Gravity,Alfonso Cuarón,3.51,"['Thriller', 'Drama', 'Science Fiction']",718666,https://letterboxd.com/film/gravity-2013/,,,,
Office Space,Mike Judge,3.73,['Comedy'],284143,https://letterboxd.com/film/office-space/,,,,
Coherence,James Ward Byrkit,3.74,"['Science Fiction', 'Thriller']",270678,https://letterboxd.com/film/coherence/,,,,
The Rocky Horror Picture Show,Jim Sharman,4.03,"['Science Fiction', 'Fantasy', 'Horror', 'Comedy']",573290,https://letterboxd.com/film/the-rocky-horror-picture-show/,,,,
Like Crazy,Drake Doremus,3.3,"['Romance', 'Drama']",45459,https://letterboxd.com/film/like-crazy/,,,,
The Young and the Damned,Luis Buñuel,4.2,"['Drama', 'Crime']",43759,https://letterboxd.com/film/the-young-and-the-damned/,,,,
The Dark Knight Rises,Christopher Nolan,3.77,"['Thriller', 'Drama', 'Crime', 'Action']",1470195,https://letterboxd.com/film/the-dark-knight-rises/,,,,
Raising Arizona,Joel Coen,3.87,"['Crime', 'Comedy']",248064,https://letterboxd.com/film/raising-arizona/,,,,
Star Trek Into Darkness,J.J. Abrams,3.35,"['Science Fiction', 'Action', 'Adventure']",250405,https://letterboxd.com/film/star-trek-into-darkness/,,,,
Primer,Shane Carruth,3.6,"['Science Fiction', 'Drama', 'Thriller']",138063,https://letterboxd.com/film/primer/,,,,
Doctor Strange,Scott Derrickson,3.46,"['Action', 'Adventure', 'Fantasy']",1509169,https://letterboxd.com/film/doctor-strange-2016/,,,,
"South Park: Bigger, Longer & Uncut",Trey Parker,3.84,"['Animation', 'Comedy']",173935,https://letterboxd.com/film/south-park-bigger-longer-uncut/,,,,
World War Z,Marc Forster,3.16,"['Horror', 'Action', 'Thriller', 'Science Fiction']",701910,https://letterboxd.com/film/world-war-z/,,,,
Shogun Assassin,"Robert Houston, Kenji Misumi",3.73,"['Adventure', 'Action']",12514,https://letterboxd.com/film/shogun-assassin/,,,,
Source Code,Duncan Jones,3.47,"['Mystery', 'Science Fiction', 'Thriller']",262127,https://letterboxd.com/film/source-code/,,,,
Logan's Run,Michael Anderson,3.3,"['Action', 'Science Fiction']",36459,https://letterboxd.com/film/logans-run/,,,,
Friday,F. Gary Gray,3.57,['Comedy'],157754,https://letterboxd.com/film/friday/,,,,
THX 1138,George Lucas,3.4,"['Drama', 'Science Fiction', 'Action']",48188,https://letterboxd.com/film/thx-1138/,,,,
The Gunfighter,Henry King,3.97,['Western'],11808,https://letterboxd.com/film/the-gunfighter/,,,,
Logan,James Mangold,4.12,"['Drama', 'Science Fiction', 'Action']",1160604,https://letterboxd.com/film/logan-2017/,,,,
Inside Out,Pete Docter,3.84,"['Comedy', 'Family', 'Animation', 'Adventure', 'Drama']",2296692,https://letterboxd.com/film/inside-out-2015/,,,,
[REC],"Jaume Balagueró, Paco Plaza",3.68,"['Horror', 'Mystery']",327185,https://letterboxd.com/film/rec/,,,,
Vertigo,Alfred Hitchcock,4.23,"['Romance', 'Thriller', 'Mystery']",603442,https://letterboxd.com/film/vertigo/,,,,
Wizards,Ralph Bakshi,3.35,"['Fantasy', 'Animation', 'Science Fiction']",21344,https://letterboxd.com/film/wizards/,,,,
Interstellar,Christopher Nolan,4.41,"['Science Fiction', 'Drama', 'Adventure']",3700599,https://letterboxd.com/film/interstellar/,,,,
The Way Way Back,"Nat Faxon, Jim Rash",3.66,"['Drama', 'Comedy']",121747,https://letterboxd.com/film/the-way-way-back/,,,,
Spider-Man: Homecoming,Jon Watts,3.47,"['Action', 'Drama', 'Adventure', 'Science Fiction']",1920510,https://letterboxd.com/film/spider-man-homecoming/,,,,
Aliens,James Cameron,4.12,"['Science Fiction', 'Horror', 'Thriller', 'Action']",694020,https://letterboxd.com/film/aliens/,,,,
Titanic,James Cameron,3.82,"['Drama', 'Romance']",2080335,https://letterboxd.com/film/titanic-1997/,,,,
Night of the Living Dead,George A. Romero,3.96,"['Thriller', 'Horror']",256974,https://letterboxd.com/film/night-of-the-living-dead/,,,,
Dope,Rick Famuyiwa,3.51,"['Drama', 'Crime', 'Comedy']",118852,https://letterboxd.com/film/dope-2015/,,,,
Raiders of the Lost Ark,Steven Spielberg,4.16,"['Adventure', 'Action']",959753,https://letterboxd.com/film/raiders-of-the-lost-ark/,,,,
Big Hero 6,"Don Hall, Chris Williams",3.81,"['Animation', 'Comedy', 'Action', 'Family', 'Adventure']",1145243,https://letterboxd.com/film/big-hero-6/,,,,
No Country for Old Men,"Joel Coen, Ethan Coen",4.32,"['Crime', 'Thriller', 'Drama']",1444187,https://letterboxd.com/film/no-country-for-old-men/,,,,
The Perks of Being a Wallflower,Stephen Chbosky,3.96,['Drama'],1921546,https://letterboxd.com/film/the-perks-of-being-a-wallflower/,,,,
Pirates of the Caribbean: Dead Men Tell No Tales,"Espen Sandberg, Joachim Rønning",2.69,"['Action', 'Fantasy', 'Adventure']",437841,https://letterboxd.com/film/pirates-of-the-caribbean-dead-men-tell-no-tales/,,,,
Paper Towns,Jake Schreier,2.43,"['Drama', 'Mystery', 'Romance']",158904,https://letterboxd.com/film/paper-towns/,,,,
12 Angry Men,Sidney Lumet,4.63,['Drama'],936583,https://letterboxd.com/film/12-angry-men/,,,,
Ghostbusters,Paul Feig,2.32,"['Fantasy', 'Action', 'Comedy']",283336,https://letterboxd.com/film/ghostbusters-2016/,,,,
The Shawshank Redemption,Frank Darabont,4.57,"['Crime', 'Drama']",1828456,https://letterboxd.com/film/the-shawshank-redemption/,,,,
The Lego Batman Movie,Chris McKay,3.88,"['Comedy', 'Animation', 'Family', 'Action']",653885,https://letterboxd.com/film/the-lego-batman-movie/,,,,
Scary Movie,Keenen Ivory Wayans,3.14,['Comedy'],510305,https://letterboxd.com/film/scary-movie-2000/,,,,
Brother Bear,"Aaron Blaise, Robert Walker",3.73,"['Animation', 'Family', 'Adventure']",346341,https://letterboxd.com/film/brother-bear/,,,,
Nocturnal Animals,Tom Ford,3.71,"['Drama', 'Thriller']",545687,https://letterboxd.com/film/nocturnal-animals/,,,,
Air Force One,Wolfgang Petersen,3.22,"['Thriller', 'Action']",108778,https://letterboxd.com/film/air-force-one/,,,,
Superman,Richard Donner,3.7,"['Action', 'Adventure', 'Science Fiction']",167616,https://letterboxd.com/film/superman/,,,,
Fight Club,David Fincher,4.27,['Drama'],3581103,https://letterboxd.com/film/fight-club/,,,,
The Lord of the Rings,Ralph Bakshi,3.18,"['Fantasy', 'Adventure', 'Animation']",37243,https://letterboxd.com/film/the-lord-of-the-rings/,,,,
Requiem for a Dream,Darren Aronofsky,4.1,"['Drama', 'Crime']",1118771,https://letterboxd.com/film/requiem-for-a-dream/,,,,
Singin' in the Rain,"Stanley Donen, Gene Kelly",4.34,"['Romance', 'Comedy']",456343,https://letterboxd.com/film/singin-in-the-rain/,,,,
Starship Troopers,Paul Verhoeven,3.83,"['Adventure', 'Thriller', 'Action', 'Science Fiction']",258310,https://letterboxd.com/film/starship-troopers/,,,,
Scott Pilgrim vs. the World,Edgar Wright,3.88,"['Comedy', 'Romance', 'Action']",1878803,https://letterboxd.com/film/scott-pilgrim-vs-the-world/,,,,
All Eyez on Me,Benny Boom,2.68,"['Drama', 'Music', 'History']",17891,https://letterboxd.com/film/all-eyez-on-me/,,,,
Boyhood,Richard Linklater,3.83,['Drama'],524776,https://letterboxd.com/film/boyhood/,,,,
Power Rangers,Dean Israelite,2.5,"['Adventure', 'Action', 'Science Fiction']",125690,https://letterboxd.com/film/power-rangers/,,,,
Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,3.84,"['Comedy', 'Drama']",242256,https://letterboxd.com/film/me-and-earl-and-the-dying-girl/,,,,
American Sniper,Clint Eastwood,3.36,"['Action', 'War']",422736,https://letterboxd.com/film/american-sniper/,,,,
The Great Gatsby,Baz Luhrmann,3.42,"['Romance', 'Drama']",1048197,https://letterboxd.com/film/the-great-gatsby-2013/,,,,
Kill Bill: Vol. 2,Quentin Tarantino,4.08,"['Thriller', 'Action', 'Crime']",1114672,https://letterboxd.com/film/kill-bill-vol-2/,,,,
(500) Days of Summer,Marc Webb,3.67,"['Romance', 'Comedy', 'Drama']",1880147,https://letterboxd.com/film/500-days-of-summer/,,,,
The Texas Chain Saw Massacre,Tobe Hooper,3.82,['Horror'],648432,https://letterboxd.com/film/the-texas-chain-saw-massacre/,,,,
Howl's Moving Castle,Hayao Miyazaki,4.34,"['Fantasy', 'Adventure', 'Animation']",1664843,https://letterboxd.com/film/howls-moving-castle/,,,,
Friday the 13th,Sean S. Cunningham,3,['Horror'],380335,https://letterboxd.com/film/friday-the-13th/,,,,
Gold,Stephen Gaghan,3.09,"['Drama', 'Adventure', 'Thriller']",24862,https://letterboxd.com/film/gold-2016/,,,,
The Terminator,James Cameron,3.89,"['Thriller', 'Action', 'Science Fiction']",696385,https://letterboxd.com/film/the-terminator/,,,,
They Call Me Macho Woman,Patrick G. Donahue,3.06,"['Action', 'Thriller']",707,https://letterboxd.com/film/they-call-me-macho-woman/,,,,
Dazed and Confused,Richard Linklater,3.93,"['Drama', 'Comedy']",426670,https://letterboxd.com/film/dazed-and-confused/,,,,
Life of Pi,Ang Lee,3.73,"['Drama', 'Adventure']",725689,https://letterboxd.com/film/life-of-pi/,,,,
An American Werewolf in London,John Landis,3.84,"['Comedy', 'Horror']",237449,https://letterboxd.com/film/an-american-werewolf-in-london/,,,,
The Jungle Book,Jon Favreau,3.19,"['Family', 'Fantasy', 'Drama', 'Adventure']",335654,https://letterboxd.com/film/the-jungle-book-2016/,,,,
The Accountant,Gavin O'Connor,3.29,"['Crime', 'Drama', 'Thriller']",213417,https://letterboxd.com/film/the-accountant-2016/,,,,
Harry Potter and the Deathly Hallows: Part 2,David Yates,3.99,"['Fantasy', 'Adventure']",1446374,https://letterboxd.com/film/harry-potter-and-the-deathly-hallows-part-2/,,,,
True Grit,"Ethan Coen, Joel Coen",3.82,"['Drama', 'Western', 'Adventure']",292975,https://letterboxd.com/film/true-grit-2010/,,,,
Empire of Dreams: The Story of the Star Wars Trilogy,"Edith Becker, Kevin Burns",3.98,['Documentary'],11689,https://letterboxd.com/film/empire-of-dreams-the-story-of-the-star-wars-trilogy/,,,,
Easy Rider,Dennis Hopper,3.76,"['Adventure', 'Drama']",119199,https://letterboxd.com/film/easy-rider/,,,,
Avatar,James Cameron,3.64,"['Fantasy', 'Science Fiction', 'Adventure', 'Action']",1839188,https://letterboxd.com/film/avatar/,,,,
John Wick,Chad Stahelski,3.82,"['Action', 'Thriller']",1338372,https://letterboxd.com/film/john-wick/,,,,
The Wizard of Oz,Victor Fleming,3.95,"['Adventure', 'Family', 'Fantasy']",653540,https://letterboxd.com/film/the-wizard-of-oz-1939/,,,,
Pet Sematary,Mary Lambert,3.23,"['Fantasy', 'Horror', 'Drama', 'Thriller']",137055,https://letterboxd.com/film/pet-sematary/,,,,
Brokeback Mountain,Ang Lee,4.13,"['Romance', 'Drama']",1011782,https://letterboxd.com/film/brokeback-mountain/,,,,
Naked Lunch,David Cronenberg,3.74,"['Crime', 'Drama']",84342,https://letterboxd.com/film/naked-lunch/,,,,
Columbus,Kogonada,3.97,['Drama'],116576,https://letterboxd.com/film/columbus-2017/,,,,
Lara Croft: Tomb Raider,Simon West,2.66,"['Adventure', 'Action', 'Fantasy', 'Thriller']",142043,https://letterboxd.com/film/lara-croft-tomb-raider/,,,,
Blue Is the Warmest Color,Abdellatif Kechiche,3.24,"['Drama', 'Romance']",289116,https://letterboxd.com/film/blue-is-the-warmest-color/,,,,
Salem's Lot,Tobe Hooper,3.27,"['Mystery', 'Horror']",38164,https://letterboxd.com/film/salems-lot/,,,,
The Place Beyond the Pines,Derek Cianfrance,3.79,"['Drama', 'Crime']",317148,https://letterboxd.com/film/the-place-beyond-the-pines/,,,,
Super Mario Bros.,"Annabel Jankel, Rocky Morton",2.11,"['Family', 'Adventure', 'Comedy', 'Fantasy']",75344,https://letterboxd.com/film/super-mario-bros/,,,,
Eraserhead,David Lynch,3.85,"['Fantasy', 'Horror']",405987,https://letterboxd.com/film/eraserhead/,,,,
X-Men,Bryan Singer,3.33,"['Science Fiction', 'Action', 'Adventure']",598990,https://letterboxd.com/film/x-men/,,,,
Dracula,Tod Browning,3.56,['Horror'],118373,https://letterboxd.com/film/dracula/,,,,
Toy Story 2,John Lasseter,3.93,"['Family', 'Animation', 'Comedy']",1095048,https://letterboxd.com/film/toy-story-2/,,,,
Being John Malkovich,Spike Jonze,4.07,"['Comedy', 'Fantasy', 'Drama']",411152,https://letterboxd.com/film/being-john-malkovich/,,,,
Con Air,Simon West,3.43,"['Action', 'Thriller', 'Crime']",167455,https://letterboxd.com/film/con-air/,,,,
Muppets from Space,Tim Hill,3.35,"['Family', 'Comedy', 'Science Fiction', 'Fantasy']",31988,https://letterboxd.com/film/muppets-from-space/,,,,
True Lies,James Cameron,3.59,"['Thriller', 'Action']",153015,https://letterboxd.com/film/true-lies/,,,,
Across the Universe,Julie Taymor,3.48,"['Romance', 'Fantasy', 'Drama']",100575,https://letterboxd.com/film/across-the-universe/,,,,
Creepshow,George A. Romero,3.55,"['Comedy', 'Horror']",71848,https://letterboxd.com/film/creepshow/,,,,
American Honey,Andrea Arnold,3.77,['Drama'],124251,https://letterboxd.com/film/american-honey/,,,,
It,Tommy Lee Wallace,3.21,"['Drama', 'Horror', 'Mystery']",203759,https://letterboxd.com/film/it-1990/,,,,
Good Morning,Yasujirō Ozu,4.2,"['Family', 'Drama', 'Comedy']",49856,https://letterboxd.com/film/good-morning/,,,,
The Holy Mountain,Alejandro Jodorowsky,4.15,['Drama'],122297,https://letterboxd.com/film/the-holy-mountain/,,,,
From Up on Poppy Hill,Goro Miyazaki,3.72,"['Animation', 'Drama']",200785,https://letterboxd.com/film/from-up-on-poppy-hill/,,,,
Mr. & Mrs. Smith,Alfred Hitchcock,3.11,"['Comedy', 'Romance']",8973,https://letterboxd.com/film/mr-mrs-smith/,,,,
Juice,Ernest R. Dickerson,3.57,"['Action', 'Drama', 'Crime', 'Thriller']",31237,https://letterboxd.com/film/juice/,,,,
Tiger Girl,Jakob Lass,3.07,['Action'],1511,https://letterboxd.com/film/tiger-girl-2017/,,,,
Patti Cake$,Geremy Jasper,3.47,"['Music', 'Drama']",9374,https://letterboxd.com/film/patti-cakes/,,,,
Jurassic Park,Steven Spielberg,4.11,"['Science Fiction', 'Adventure']",1524421,https://letterboxd.com/film/jurassic-park/,,,,
Showgirls,Paul Verhoeven,3.38,['Drama'],133004,https://letterboxd.com/film/showgirls/,,,,
Harry Potter and the Goblet of Fire,Mike Newell,3.85,"['Adventure', 'Fantasy']",1562442,https://letterboxd.com/film/harry-potter-and-the-goblet-of-fire/,,,,
The Golden Compass,Chris Weitz,2.67,"['Fantasy', 'Adventure']",126564,https://letterboxd.com/film/the-golden-compass/,,,,
The Godfather Part II,Francis Ford Coppola,4.59,"['Crime', 'Drama']",947967,https://letterboxd.com/film/the-godfather-part-ii/,,,,
Troll 2,Claudio Fragasso,2.35,"['Fantasy', 'Horror']",38079,https://letterboxd.com/film/troll-2/,,,,
The 13th Warrior,John McTiernan,3.11,"['History', 'Action', 'Adventure']",35957,https://letterboxd.com/film/the-13th-warrior/,,,,
Frankenstein,James Whale,3.81,"['Science Fiction', 'Horror', 'Drama']",157375,https://letterboxd.com/film/frankenstein-1931/,,,,
12 Years a Slave,Steve McQueen,4.15,"['History', 'Drama']",558020,https://letterboxd.com/film/12-years-a-slave/,,,,
Alice in Wonderland,"Clyde Geronimi, Wilfred Jackson",3.77,"['Fantasy', 'Animation', 'Family', 'Adventure']",399698,https://letterboxd.com/film/alice-in-wonderland-1951/,,,,
The Bourne Ultimatum,Paul Greengrass,3.72,"['Action', 'Mystery', 'Drama', 'Thriller']",244910,https://letterboxd.com/film/the-bourne-ultimatum/,,,,
The Boy in the Striped Pyjamas,Mark Herman,3.65,"['War', 'History', 'Drama']",589757,https://letterboxd.com/film/the-boy-in-the-striped-pyjamas/,,,,
Willy Wonka & the Chocolate Factory,Mel Stuart,3.8,"['Comedy', 'Family', 'Fantasy']",465744,https://letterboxd.com/film/willy-wonka-the-chocolate-factory/,,,,
Catch Me If You Can,Steven Spielberg,4.04,"['Drama', 'Crime']",1542725,https://letterboxd.com/film/catch-me-if-you-can-2002/,,,,
Class of Nuke 'Em High,"Lloyd Kaufman, Richard W. Haines",3.03,"['Science Fiction', 'Horror', 'Thriller', 'Comedy']",12468,https://letterboxd.com/film/class-of-nuke-em-high/,,,,
Conan the Barbarian,John Milius,3.47,"['Fantasy', 'Action', 'Adventure']",85334,https://letterboxd.com/film/conan-the-barbarian/,,,,
Notorious,George Tillman Jr.,3.12,"['Drama', 'Music', 'History']",19740,https://letterboxd.com/film/notorious-2009/,,,,
Willow,Ron Howard,3.42,"['Action', 'Fantasy', 'Adventure']",77790,https://letterboxd.com/film/willow/,,,,
True Grit,Henry Hathaway,3.65,['Western'],26881,https://letterboxd.com/film/true-grit/,,,,
Flags of Our Fathers,Clint Eastwood,3.43,"['Drama', 'History', 'War']",40758,https://letterboxd.com/film/flags-of-our-fathers/,,,,
The Notebook,Nick Cassavetes,3.82,"['Romance', 'Drama']",1388548,https://letterboxd.com/film/the-notebook/,,,,
Justice League: Throne of Atlantis,Ethan Spaulding,2.91,"['Adventure', 'Science Fiction', 'Animation', 'Action']",30945,https://letterboxd.com/film/justice-league-throne-of-atlantis/,,,,
Die Hard 2,Renny Harlin,3.33,"['Thriller', 'Action']",196366,https://letterboxd.com/film/die-hard-2/,,,,
Election,Alexander Payne,3.8,"['Drama', 'Comedy', 'Mystery', 'Romance']",164646,https://letterboxd.com/film/election/,,,,
Kung Fury,David Sandberg,3.59,"['Science Fiction', 'Comedy', 'Fantasy', 'Action']",68763,https://letterboxd.com/film/kung-fury/,,,,
A Clockwork Orange,Stanley Kubrick,4.11,"['Science Fiction', 'Crime']",1079482,https://letterboxd.com/film/a-clockwork-orange/,,,,
Finding Dory,Andrew Stanton,3.26,"['Adventure', 'Comedy', 'Animation', 'Family']",799503,https://letterboxd.com/film/finding-dory/,,,,
District 9,Neill Blomkamp,3.81,['Science Fiction'],426082,https://letterboxd.com/film/district-9/,,,,
Do the Right Thing,Spike Lee,4.4,['Drama'],390091,https://letterboxd.com/film/do-the-right-thing/,,,,
Buffy the Vampire Slayer,Fran Rubel Kuzui,2.8,"['Action', 'Comedy', 'Horror']",59960,https://letterboxd.com/film/buffy-the-vampire-slayer/,,,,
Race for the Yankee Zephyr,David Hemmings,3.13,"['Action', 'Adventure']",397,https://letterboxd.com/film/race-for-the-yankee-zephyr/,,,,
The Hunger Games: Mockingjay – Part 2,Francis Lawrence,3.38,"['Adventure', 'Action', 'Science Fiction']",992664,https://letterboxd.com/film/the-hunger-games-mockingjay-part-2/,,,,
Day of the Dead,George A. Romero,3.77,"['Mystery', 'Horror', 'Drama']",87029,https://letterboxd.com/film/day-of-the-dead/,,,,
Timeline,Richard Donner,2.62,"['Science Fiction', 'Adventure', 'Action']",16560,https://letterboxd.com/film/timeline/,,,,
Batman,Leslie H. Martinson,3.32,"['Comedy', 'Crime', 'Action']",61354,https://letterboxd.com/film/batman-1966/,,,,
The Italian Job,Peter Collinson,3.53,"['Comedy', 'Crime', 'Action', 'Thriller']",43080,https://letterboxd.com/film/the-italian-job/,,,,
The Muppets Take Manhattan,Frank Oz,3.56,"['Family', 'Romance', 'Comedy']",37552,https://letterboxd.com/film/the-muppets-take-manhattan/,,,,
